gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Type
ENSG00000143320	28082.4922718564	5.63270558547661	0.148323477791749	37.9758192656804	0	0	Upregulated
ENSG00000143321	32172.7854891355	2.91337836385468	0.0598632076815811	48.6672611890638	0	0	Upregulated
ENSG00000143324	9495.15177170284	3.29605290021515	0.0842849246191641	39.1060787573596	0	0	Upregulated
ENSG00000143368	8245.97339452557	2.10830732221136	0.0561157789721945	37.5706683721886	0	0	Upregulated
ENSG00000143549	22111.5825124848	2.97568578282501	0.0515462334257512	57.7284815021698	0	0	Upregulated
ENSG00000144035	67.2751559707338	-6.22115383458198	0.142372900643382	-43.6961936328378	0	0	Downregulated
ENSG00000144158	70.8238875663739	-4.66121412526419	0.114310680104442	-40.7767158852121	0	0	Downregulated
ENSG00000145063	66.2086157047662	-5.34811048159608	0.120415747141604	-44.4137133933729	0	0	Downregulated
ENSG00000145757	70.9267603726352	-5.67660992466627	0.113213290269595	-50.1408439870313	0	0	Downregulated
ENSG00000147488	67.0806742410612	-5.22530026964711	0.13861273519487	-37.697115364624	0	0	Downregulated
ENSG00000147676	20934.5192314725	5.44559342553924	0.120085458185755	45.347650813104	0	0	Upregulated
ENSG00000148773	5599.19568161716	4.05174053640067	0.106449116465886	38.0626976617429	0	0	Upregulated
ENSG00000149418	13358.7045388283	4.89341177676693	0.105630682544132	46.3256665479037	0	0	Upregulated
ENSG00000149923	7584.30480600829	2.52946081912423	0.0633503270736541	39.9281414314304	0	0	Upregulated
ENSG00000150783	66.1351602343689	-5.48076225941906	0.137107725970124	-39.9741314403633	0	0	Downregulated
ENSG00000153086	65.541847027828	-6.0905324262669	0.136504228082409	-44.617903136231	0	0	Downregulated
ENSG00000153495	66.6054379092558	-5.61681389385461	0.145122678489733	-38.7039017768128	0	0	Downregulated
ENSG00000154025	69.7756135653347	-5.38012218951247	0.122235018526508	-44.0145733552268	0	0	Downregulated
ENSG00000154263	697.505069618577	-6.71272849839042	0.158005775585151	-42.4840704305321	0	0	Downregulated
ENSG00000154608	66.8850273420488	-5.45503007378381	0.134761963324245	-40.4790041583076	0	0	Downregulated
ENSG00000157765	40472.5853433536	7.03091044112611	0.145713254004497	48.2516878039736	0	0	Upregulated
ENSG00000157999	72.7895161794724	-4.77335293951253	0.108520700299748	-43.9856444561079	0	0	Downregulated
ENSG00000158571	68.4307731810384	-5.03301907898856	0.12108349771044	-41.5665154555127	0	0	Downregulated
